敵編成ID,敵艦隊名,海域,海域,セル,難易度,陣形,艦娘経験値,ID#01,ID#02,ID#03,ID#04,ID#05,ID#06,ID#07,ID#08,ID#09,ID#10,ID#11,ID#12,艦名#01,艦名#02,艦名#03,艦名#04,艦名#05,艦名#06,艦名#07,艦名#08,艦名#09,艦名#10,艦名#11,艦名#12,Lv#01,Lv#02,Lv#03,Lv#04,Lv#05,Lv#06,Lv#07,Lv#08,Lv#09,Lv#10,Lv#11,Lv#12
1e1179b8b6f25609,"敵北方水雷戦隊",3,2,3,なし,複縦陣,180,1554,1521,1576,1576,1502,1502,-1,-1,-1,-1,-1,-1,"軽巡ホ級 flagship","雷巡チ級 elite","駆逐ロ級後期型","駆逐ロ級後期型","駆逐ロ級","駆逐ロ級","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
15b908b8aabac730,"敵北方水雷戦隊",3,2,3,なし,単縦陣,160,1554,1576,1576,1502,1502,-1,-1,-1,-1,-1,-1,-1,"軽巡ホ級 flagship","駆逐ロ級後期型","駆逐ロ級後期型","駆逐ロ級","駆逐ロ級","-","-","-","-","-","-","-",1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1
2095176dbfd48419,"敵北方水雷戦隊",3,2,3,なし,複縦陣,160,1554,1576,1576,1502,1502,-1,-1,-1,-1,-1,-1,-1,"軽巡ホ級 flagship","駆逐ロ級後期型","駆逐ロ級後期型","駆逐ロ級","駆逐ロ級","-","-","-","-","-","-","-",1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1
8b5f513fa9e65608,"敵北方水上打撃艦隊",3,2,8,なし,梯形陣,200,1524,1522,1518,1576,1502,1502,-1,-1,-1,-1,-1,-1,"戦艦ル級 elite","重巡リ級 elite","軽巡ホ級 elite","駆逐ロ級後期型","駆逐ロ級","駆逐ロ級","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
c77bd2bf7324fe20,"敵北方水上打撃艦隊",3,2,8,なし,梯形陣,220,1524,1522,1522,1518,1576,1576,-1,-1,-1,-1,-1,-1,"戦艦ル級 elite","重巡リ級 elite","重巡リ級 elite","軽巡ホ級 elite","駆逐ロ級後期型","駆逐ロ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
9d01391d2a1cb210,"敵北方水上打撃艦隊",3,2,8,なし,単縦陣,240,1524,1524,1522,1519,1576,1576,-1,-1,-1,-1,-1,-1,"戦艦ル級 elite","戦艦ル級 elite","重巡リ級 elite","軽巡ヘ級 elite","駆逐ロ級後期型","駆逐ロ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
138c07b3e7cfd1b4,"敵キス島包囲艦隊",3,2,12,なし,単縦陣,340,1554,1518,1576,1576,1513,1513,-1,-1,-1,-1,-1,-1,"軽巡ホ級 flagship","軽巡ホ級 elite","駆逐ロ級後期型","駆逐ロ級後期型","輸送ワ級","輸送ワ級","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
154fe41b75b0fdc1,"敵キス島包囲艦隊",3,2,12,なし,複縦陣,340,1554,1518,1576,1576,1513,1513,-1,-1,-1,-1,-1,-1,"軽巡ホ級 flagship","軽巡ホ級 elite","駆逐ロ級後期型","駆逐ロ級後期型","輸送ワ級","輸送ワ級","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
8a809106b1736380,"敵キス島包囲艦隊",3,2,12,なし,単縦陣,360,1555,1518,1577,1577,1513,1513,-1,-1,-1,-1,-1,-1,"軽巡ヘ級 flagship","軽巡ホ級 elite","駆逐ハ級後期型","駆逐ハ級後期型","輸送ワ級","輸送ワ級","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
3b465ddcafa26c9b,"敵キス島包囲艦隊",3,2,12,なし,複縦陣,360,1555,1518,1577,1577,1513,1513,-1,-1,-1,-1,-1,-1,"軽巡ヘ級 flagship","軽巡ホ級 elite","駆逐ハ級後期型","駆逐ハ級後期型","輸送ワ級","輸送ワ級","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
9c1814b42a9c90d4,"敵キス島包囲艦隊",3,2,12,なし,単縦陣,390,1555,1519,1577,1577,1577,1526,-1,-1,-1,-1,-1,-1,"軽巡ヘ級 flagship","軽巡ヘ級 elite","駆逐ハ級後期型","駆逐ハ級後期型","駆逐ハ級後期型","輸送ワ級 elite","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
8530fa9f3eb47e55,"敵キス島包囲艦隊",3,2,12,なし,複縦陣,390,1555,1519,1577,1577,1577,1526,-1,-1,-1,-1,-1,-1,"軽巡ヘ級 flagship","軽巡ヘ級 elite","駆逐ハ級後期型","駆逐ハ級後期型","駆逐ハ級後期型","輸送ワ級 elite","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
74b3aaa2bc705250,"敵前衛艦隊",3,3,1,なし,単縦陣,150,1555,1518,1518,1576,1501,1501,-1,-1,-1,-1,-1,-1,"軽巡ヘ級 flagship","軽巡ホ級 elite","軽巡ホ級 elite","駆逐ロ級後期型","駆逐イ級","駆逐イ級","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
f87739e504e2d1d0,"敵前衛艦隊",3,3,1,なし,梯形陣,150,1555,1518,1518,1576,1501,1501,-1,-1,-1,-1,-1,-1,"軽巡ヘ級 flagship","軽巡ホ級 elite","軽巡ホ級 elite","駆逐ロ級後期型","駆逐イ級","駆逐イ級","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
187b4c99ae054910,"敵前衛艦隊",3,3,1,なし,単縦陣,160,1555,1522,1518,1518,1576,1576,-1,-1,-1,-1,-1,-1,"軽巡ヘ級 flagship","重巡リ級 elite","軽巡ホ級 elite","軽巡ホ級 elite","駆逐ロ級後期型","駆逐ロ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
c0bde8ddcf25dae4,"敵前衛艦隊",3,3,1,なし,梯形陣,160,1555,1522,1518,1518,1576,1576,-1,-1,-1,-1,-1,-1,"軽巡ヘ級 flagship","重巡リ級 elite","軽巡ホ級 elite","軽巡ホ級 elite","駆逐ロ級後期型","駆逐ロ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
c83f7a87dde69873,"敵前衛艦隊",3,3,1,なし,単縦陣,170,1555,1522,1520,1520,1576,1576,-1,-1,-1,-1,-1,-1,"軽巡ヘ級 flagship","重巡リ級 elite","軽巡ト級 elite","軽巡ト級 elite","駆逐ロ級後期型","駆逐ロ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
f68bf096894594d8,"敵前衛艦隊",3,3,1,なし,梯形陣,170,1555,1522,1520,1520,1576,1576,-1,-1,-1,-1,-1,-1,"軽巡ヘ級 flagship","重巡リ級 elite","軽巡ト級 elite","軽巡ト級 elite","駆逐ロ級後期型","駆逐ロ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
1d6e35499fc950b8,"敵北方護衛空母群",3,3,5,なし,輪形陣,200,1523,1523,1523,1522,1576,1576,-1,-1,-1,-1,-1,-1,"軽母ヌ級 elite","軽母ヌ級 elite","軽母ヌ級 elite","重巡リ級 elite","駆逐ロ級後期型","駆逐ロ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
93111d148f84f999,"敵北方護衛空母群",3,3,5,なし,輪形陣,220,1560,1523,1523,1527,1576,1576,-1,-1,-1,-1,-1,-1,"軽母ヌ級 flagship","軽母ヌ級 elite","軽母ヌ級 elite","重巡リ級 flagship","駆逐ロ級後期型","駆逐ロ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
b42f2b32b80d11b0,"敵北方護衛空母群",3,3,5,なし,輪形陣,230,1560,1560,1523,1527,1576,1576,-1,-1,-1,-1,-1,-1,"軽母ヌ級 flagship","軽母ヌ級 flagship","軽母ヌ級 elite","重巡リ級 flagship","駆逐ロ級後期型","駆逐ロ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
f887b56e2a0b17ff,"敵北方機動部隊",3,3,7,なし,輪形陣,310,1528,1523,1524,1554,1577,1577,-1,-1,-1,-1,-1,-1,"空母ヲ級 flagship","軽母ヌ級 elite","戦艦ル級 elite","軽巡ホ級 flagship","駆逐ハ級後期型","駆逐ハ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
20b806f807a346a4,"敵北方機動部隊",3,3,7,なし,輪形陣,290,1528,1523,1524,1577,1501,1501,-1,-1,-1,-1,-1,-1,"空母ヲ級 flagship","軽母ヌ級 elite","戦艦ル級 elite","駆逐ハ級後期型","駆逐イ級","駆逐イ級","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
ad6bb2bf3fbb82a1,"敵北方機動部隊",3,3,7,なし,輪形陣,320,1528,1523,1529,1554,1577,1577,-1,-1,-1,-1,-1,-1,"空母ヲ級 flagship","軽母ヌ級 elite","戦艦ル級 flagship","軽巡ホ級 flagship","駆逐ハ級後期型","駆逐ハ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
3ff27b62d2519ba5,"敵北方機動部隊",3,3,7,なし,輪形陣,330,1528,1560,1529,1554,1577,1577,-1,-1,-1,-1,-1,-1,"空母ヲ級 flagship","軽母ヌ級 flagship","戦艦ル級 flagship","軽巡ホ級 flagship","駆逐ハ級後期型","駆逐ハ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
7950b8f9be7fbee5,"敵深海北方泊地艦隊",3,3,13,なし,単縦陣,350,1529,1524,1523,1519,1576,1576,-1,-1,-1,-1,-1,-1,"戦艦ル級 flagship","戦艦ル級 elite","軽母ヌ級 elite","軽巡ヘ級 elite","駆逐ロ級後期型","駆逐ロ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
ed3c9e39f32048e3,"敵深海北方泊地艦隊",3,3,13,なし,単縦陣,360,1529,1524,1523,1555,1576,1576,-1,-1,-1,-1,-1,-1,"戦艦ル級 flagship","戦艦ル級 elite","軽母ヌ級 elite","軽巡ヘ級 flagship","駆逐ロ級後期型","駆逐ロ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
4f7cb519170dfb0f,"敵深海北方泊地艦隊",3,3,13,なし,単縦陣,370,1529,1524,1523,1555,1577,1577,-1,-1,-1,-1,-1,-1,"戦艦ル級 flagship","戦艦ル級 elite","軽母ヌ級 elite","軽巡ヘ級 flagship","駆逐ハ級後期型","駆逐ハ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
e140fb48fe3fa911,"敵深海北方泊地艦隊",3,3,13,なし,単縦陣,380,1529,1529,1523,1555,1577,1577,-1,-1,-1,-1,-1,-1,"戦艦ル級 flagship","戦艦ル級 flagship","軽母ヌ級 elite","軽巡ヘ級 flagship","駆逐ハ級後期型","駆逐ハ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
3c8426223e84fc46,"敵深海北方泊地艦隊",3,3,13,なし,単縦陣,390,1529,1529,1560,1555,1577,1577,-1,-1,-1,-1,-1,-1,"戦艦ル級 flagship","戦艦ル級 flagship","軽母ヌ級 flagship","軽巡ヘ級 flagship","駆逐ハ級後期型","駆逐ハ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
75f84ddb6fc85d6c,"敵北方機動部隊",3,3,14,なし,輪形陣,300,1528,1523,1524,1518,1577,1577,-1,-1,-1,-1,-1,-1,"空母ヲ級 flagship","軽母ヌ級 elite","戦艦ル級 elite","軽巡ホ級 elite","駆逐ハ級後期型","駆逐ハ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
5db9b25ab28af8e2,"敵北方機動部隊",3,3,14,なし,輪形陣,320,1528,1523,1529,1554,1577,1577,-1,-1,-1,-1,-1,-1,"空母ヲ級 flagship","軽母ヌ級 elite","戦艦ル級 flagship","軽巡ホ級 flagship","駆逐ハ級後期型","駆逐ハ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
bbeead219ad06aaa,"敵北方機動部隊",3,3,14,なし,輪形陣,330,1528,1560,1529,1554,1577,1577,-1,-1,-1,-1,-1,-1,"空母ヲ級 flagship","軽母ヌ級 flagship","戦艦ル級 flagship","軽巡ホ級 flagship","駆逐ハ級後期型","駆逐ハ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
3fc151157a1d70d2,"敵北方艦隊 哨戒部隊",3,4,1,なし,単縦陣,160,1527,1520,1518,1576,1501,1501,-1,-1,-1,-1,-1,-1,"重巡リ級 flagship","軽巡ト級 elite","軽巡ホ級 elite","駆逐ロ級後期型","駆逐イ級","駆逐イ級","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
fe477f7c5e1310a1,"敵北方艦隊 哨戒部隊",3,4,1,なし,単縦陣,180,1527,1527,1520,1518,1576,1576,-1,-1,-1,-1,-1,-1,"重巡リ級 flagship","重巡リ級 flagship","軽巡ト級 elite","軽巡ホ級 elite","駆逐ロ級後期型","駆逐ロ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
5fd9a565daed5de1,"敵北方艦隊 哨戒部隊",3,4,1,なし,梯形陣,180,1527,1527,1520,1518,1576,1576,-1,-1,-1,-1,-1,-1,"重巡リ級 flagship","重巡リ級 flagship","軽巡ト級 elite","軽巡ホ級 elite","駆逐ロ級後期型","駆逐ロ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
82845deaabd9dc24,"敵北方艦隊 哨戒部隊",3,4,1,なし,単縦陣,190,1527,1527,1555,1520,1576,1576,-1,-1,-1,-1,-1,-1,"重巡リ級 flagship","重巡リ級 flagship","軽巡ヘ級 flagship","軽巡ト級 elite","駆逐ロ級後期型","駆逐ロ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
d156c1078a5e3a7d,"敵北方艦隊 哨戒部隊",3,4,1,なし,梯形陣,190,1527,1527,1555,1520,1576,1576,-1,-1,-1,-1,-1,-1,"重巡リ級 flagship","重巡リ級 flagship","軽巡ヘ級 flagship","軽巡ト級 elite","駆逐ロ級後期型","駆逐ロ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
03f9b206289d2242,"敵北方艦隊 前衛部隊",3,4,3,なし,単縦陣,200,1529,1524,1523,1554,1576,1576,-1,-1,-1,-1,-1,-1,"戦艦ル級 flagship","戦艦ル級 elite","軽母ヌ級 elite","軽巡ホ級 flagship","駆逐ロ級後期型","駆逐ロ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
d65c510b9967ff15,"敵北方艦隊 前衛部隊",3,4,3,なし,複縦陣,200,1529,1524,1523,1554,1576,1576,-1,-1,-1,-1,-1,-1,"戦艦ル級 flagship","戦艦ル級 elite","軽母ヌ級 elite","軽巡ホ級 flagship","駆逐ロ級後期型","駆逐ロ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
3b51ed5288217465,"敵北方艦隊 前衛部隊",3,4,3,なし,単縦陣,180,1529,1524,1523,1576,1501,1501,-1,-1,-1,-1,-1,-1,"戦艦ル級 flagship","戦艦ル級 elite","軽母ヌ級 elite","駆逐ロ級後期型","駆逐イ級","駆逐イ級","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
d0e663df8a6cfa7b,"敵北方艦隊 前衛部隊",3,4,3,なし,単縦陣,220,1529,1529,1560,1555,1576,1576,-1,-1,-1,-1,-1,-1,"戦艦ル級 flagship","戦艦ル級 flagship","軽母ヌ級 flagship","軽巡ヘ級 flagship","駆逐ロ級後期型","駆逐ロ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
2e12dc3c65108366,"敵北方艦隊 前衛部隊",3,4,3,なし,複縦陣,220,1529,1529,1560,1555,1576,1576,-1,-1,-1,-1,-1,-1,"戦艦ル級 flagship","戦艦ル級 flagship","軽母ヌ級 flagship","軽巡ヘ級 flagship","駆逐ロ級後期型","駆逐ロ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
6a202780623a7da3,"敵北方艦隊 機動部隊",3,4,7,なし,輪形陣,300,1528,1529,1524,1554,1577,1577,-1,-1,-1,-1,-1,-1,"空母ヲ級 flagship","戦艦ル級 flagship","戦艦ル級 elite","軽巡ホ級 flagship","駆逐ハ級後期型","駆逐ハ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
a7e6fff451e4756d,"敵北方艦隊 機動部隊",3,4,7,なし,単縦陣,320,1528,1529,1529,1555,1577,1577,-1,-1,-1,-1,-1,-1,"空母ヲ級 flagship","戦艦ル級 flagship","戦艦ル級 flagship","軽巡ヘ級 flagship","駆逐ハ級後期型","駆逐ハ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
3b9b3e7901e930a2,"敵北方艦隊 機動部隊",3,4,7,なし,複縦陣,320,1528,1529,1529,1555,1577,1577,-1,-1,-1,-1,-1,-1,"空母ヲ級 flagship","戦艦ル級 flagship","戦艦ル級 flagship","軽巡ヘ級 flagship","駆逐ハ級後期型","駆逐ハ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
46ab999a932e06fd,"敵北方艦隊 機動部隊",3,4,7,なし,輪形陣,320,1528,1529,1529,1555,1577,1577,-1,-1,-1,-1,-1,-1,"空母ヲ級 flagship","戦艦ル級 flagship","戦艦ル級 flagship","軽巡ヘ級 flagship","駆逐ハ級後期型","駆逐ハ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
f5e51ff68d3d0ed5,"深海棲艦 北方艦隊中枢",3,4,16,なし,単縦陣,440,1528,1528,1529,1529,1577,1577,-1,-1,-1,-1,-1,-1,"空母ヲ級 flagship","空母ヲ級 flagship","戦艦ル級 flagship","戦艦ル級 flagship","駆逐ハ級後期型","駆逐ハ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
450b746f474c5327,"深海棲艦 北方艦隊中枢",3,4,16,なし,単縦陣,430,1528,1528,1529,1555,1559,1559,-1,-1,-1,-1,-1,-1,"空母ヲ級 flagship","空母ヲ級 flagship","戦艦ル級 flagship","軽巡ヘ級 flagship","雷巡チ級 flagship","雷巡チ級 flagship","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
6d2b000055740495,"深海棲艦 北方艦隊中枢",3,4,16,なし,単縦陣,420,1528,1528,1529,1559,1559,1577,-1,-1,-1,-1,-1,-1,"空母ヲ級 flagship","空母ヲ級 flagship","戦艦ル級 flagship","雷巡チ級 flagship","雷巡チ級 flagship","駆逐ハ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
69095e70257ef335,"深海棲艦 北方艦隊中枢",3,4,16,なし,単縦陣,440,1528,1529,1529,1529,1555,1577,-1,-1,-1,-1,-1,-1,"空母ヲ級 flagship","戦艦ル級 flagship","戦艦ル級 flagship","戦艦ル級 flagship","軽巡ヘ級 flagship","駆逐ハ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
d7602f3b29217315,"深海棲艦 北方艦隊中枢",3,4,16,なし,単縦陣,440,1528,1529,1529,1529,1577,1577,-1,-1,-1,-1,-1,-1,"空母ヲ級 flagship","戦艦ル級 flagship","戦艦ル級 flagship","戦艦ル級 flagship","駆逐ハ級後期型","駆逐ハ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
3f4b4a922fabd8ed,"敵北方艦隊 重水雷戦隊",3,4,20,なし,単縦陣,210,1555,1559,1521,1521,1576,1576,-1,-1,-1,-1,-1,-1,"軽巡ヘ級 flagship","雷巡チ級 flagship","雷巡チ級 elite","雷巡チ級 elite","駆逐ロ級後期型","駆逐ロ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
5725a358c9b58fd1,"敵北方艦隊 重水雷戦隊",3,4,20,なし,複縦陣,230,1555,1559,1559,1559,1576,1576,-1,-1,-1,-1,-1,-1,"軽巡ヘ級 flagship","雷巡チ級 flagship","雷巡チ級 flagship","雷巡チ級 flagship","駆逐ロ級後期型","駆逐ロ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
029af803f8ae1bdf,"北方前衛警戒部隊",3,5,1,なし,単縦陣,300,1554,1527,1542,1521,1575,1575,-1,-1,-1,-1,-1,-1,"軽巡ホ級 flagship","重巡リ級 flagship","戦艦タ級 elite","雷巡チ級 elite","駆逐イ級後期型","駆逐イ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
cb8b090ea80bb71b,"北方前衛警戒部隊",3,5,1,なし,単縦陣,300,1554,1542,1522,1522,1575,1575,-1,-1,-1,-1,-1,-1,"軽巡ホ級 flagship","戦艦タ級 elite","重巡リ級 elite","重巡リ級 elite","駆逐イ級後期型","駆逐イ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
c9ba0ec91d032258,"北方前衛警戒部隊",3,5,1,なし,複縦陣,300,1554,1542,1522,1522,1575,1575,-1,-1,-1,-1,-1,-1,"軽巡ホ級 flagship","戦艦タ級 elite","重巡リ級 elite","重巡リ級 elite","駆逐イ級後期型","駆逐イ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
82c5895341292190,"北方派遣任務部隊",3,5,4,なし,輪形陣,450,1565,1579,1528,1543,1576,1576,-1,-1,-1,-1,-1,-1,"空母ヲ級改 flagship","空母ヲ級 flagship","空母ヲ級 flagship","戦艦タ級 flagship","駆逐ロ級後期型","駆逐ロ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
5414faa935addb48,"北方派遣任務部隊",3,5,4,なし,輪形陣,410,1579,1528,1543,1522,1575,1575,-1,-1,-1,-1,-1,-1,"空母ヲ級 flagship","空母ヲ級 flagship","戦艦タ級 flagship","重巡リ級 elite","駆逐イ級後期型","駆逐イ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
783fc9d509afcb4f,"北方派遣任務部隊",3,5,4,なし,輪形陣,430,1579,1528,1543,1522,1576,1576,-1,-1,-1,-1,-1,-1,"空母ヲ級 flagship","空母ヲ級 flagship","戦艦タ級 flagship","重巡リ級 elite","駆逐ロ級後期型","駆逐ロ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
92fa25bf1edc8b00,"北方増援部隊前衛A",3,5,6,なし,単縦陣,320,1555,1522,1521,1508,1575,1575,-1,-1,-1,-1,-1,-1,"軽巡ヘ級 flagship","重巡リ級 elite","雷巡チ級 elite","雷巡チ級","駆逐イ級後期型","駆逐イ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
2c8a2eb2df44a3e3,"北方増援部隊前衛A",3,5,6,なし,単縦陣,340,1555,1522,1521,1521,1576,1575,-1,-1,-1,-1,-1,-1,"軽巡ヘ級 flagship","重巡リ級 elite","雷巡チ級 elite","雷巡チ級 elite","駆逐ロ級後期型","駆逐イ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
ccbfb0b49972470d,"北方増援部隊前衛A",3,5,6,なし,単縦陣,360,1555,1527,1521,1521,1576,1576,-1,-1,-1,-1,-1,-1,"軽巡ヘ級 flagship","重巡リ級 flagship","雷巡チ級 elite","雷巡チ級 elite","駆逐ロ級後期型","駆逐ロ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
c9d0373349bb2a9e,"北方増援部隊前衛B",3,5,7,なし,単縦陣,400,1527,1522,1522,1520,1575,1575,-1,-1,-1,-1,-1,-1,"重巡リ級 flagship","重巡リ級 elite","重巡リ級 elite","軽巡ト級 elite","駆逐イ級後期型","駆逐イ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
f694cc52015fd082,"北方増援部隊前衛B",3,5,7,なし,複縦陣,400,1527,1522,1522,1520,1575,1575,-1,-1,-1,-1,-1,-1,"重巡リ級 flagship","重巡リ級 elite","重巡リ級 elite","軽巡ト級 elite","駆逐イ級後期型","駆逐イ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
0d184c839fe3fd82,"北方増援部隊前衛B",3,5,7,なし,輪形陣,420,1560,1527,1522,1577,1575,1575,-1,-1,-1,-1,-1,-1,"軽母ヌ級 flagship","重巡リ級 flagship","重巡リ級 elite","駆逐ハ級後期型","駆逐イ級後期型","駆逐イ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
49d35b4b60c37b79,"北方AL泊地",3,5,8,なし,輪形陣,600,1587,1549,1550,1527,1576,1576,-1,-1,-1,-1,-1,-1,"北方棲姫","護衛要塞","護衛要塞","重巡リ級 flagship","駆逐ロ級後期型","駆逐ロ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
8f01d3f3b163ece7,"北方AL泊地",3,5,8,なし,輪形陣,600,1587,1549,1550,1551,1550,1551,-1,-1,-1,-1,-1,-1,"北方棲姫","護衛要塞","護衛要塞","護衛要塞","護衛要塞","護衛要塞","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
a94d1615e38b9d27,"北方AL泊地",3,5,8,なし,輪形陣,600,1588,1549,1550,1551,1550,1551,-1,-1,-1,-1,-1,-1,"北方棲姫","護衛要塞","護衛要塞","護衛要塞","護衛要塞","護衛要塞","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
d4f9f9126e52d610,"北方増援部隊主力",3,5,11,なし,複縦陣,500,1591,1526,1526,1529,1576,1576,-1,-1,-1,-1,-1,-1,"軽巡ツ級","輸送ワ級 elite","輸送ワ級 elite","戦艦ル級 flagship","駆逐ロ級後期型","駆逐ロ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
e1dba6b4ef47571c,"北方増援部隊主力",3,5,11,なし,単縦陣,520,1591,1526,1526,1543,1576,1576,-1,-1,-1,-1,-1,-1,"軽巡ツ級","輸送ワ級 elite","輸送ワ級 elite","戦艦タ級 flagship","駆逐ロ級後期型","駆逐ロ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
ee2fecd106256233,"北方増援部隊主力",3,5,11,なし,単縦陣,550,1591,1558,1558,1543,1578,1578,-1,-1,-1,-1,-1,-1,"軽巡ツ級","輸送ワ級 flagship","輸送ワ級 flagship","戦艦タ級 flagship","駆逐ニ級後期型","駆逐ニ級後期型","-","-","-","-","-","-",1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
